Ticker,Company,Price
TQQQ,ProShares:UltP QQQ (XNAS:TQQQ),$60.21 
AVL,Direxion:Dly AVGO Bll 2X (XNAS:AVL),$60.24 
APEI,"AMERICAN PUBLIC EDUCATION, INC. (XNAS:APEI)",$60.28 
GFS,GLOBALFOUNDRIES INC. (XNAS:GFS),$60.39 
FTDR,"FRONTDOOR, INC. (XNAS:FTDR)",$60.55 
IBOT,VanEck:Robotics (XNAS:IBOT),$60.79 
PCVX,"VAXCYTE, INC. (XNAS:PCVX)",$60.81 
UEVM,VictoryII:VShs Em Mk VM (XNAS:UEVM),$60.93 
AMBA,"AMBARELLA, INC. (XNAS:AMBA)",$61.28 
FTDS,FT:Dividend Strength (XNAS:FTDS),$61.33 
QABA,FT:NSDQ ABA Commnty Bank (XNAS:QABA),$61.36 
IUS,Invesco RAFI Str US (XNAS:IUS),$61.70 
PSCF,Invesco S&P SC Finls (XNAS:PSCF),$61.70 
SWKS,"SKYWORKS SOLUTIONS, INC. (XNAS:SWKS)",$61.77 
EBI,Longview Advantage (XNAS:EBI),$61.88 
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION (XNAS:ZION)",$61.94 
BHF,"Brighthouse Financial, Inc. (XNAS:BHF)",$62.08 
HQGO,Lattice:Hfd US Qlty Gr (XNAS:HQGO),$62.16 
LDEM,iShares:ESG MSCI EM Ldrs (XNAS:LDEM),$62.27 
BLBD,BLUE BIRD CORPORATION (XNAS:BLBD),$62.35 
LEGR,FT VI:Indxx Innv Trn&Prc (XNAS:LEGR),$62.48 
BKR,BAKER HUGHES COMPANY (XNAS:BKR),$62.54 
TERG,LeverageShs 2X Lg TER D (XNAS:TERG),$62.61 
COLM,COLUMBIA SPORTSWEAR COMPANY (XNAS:COLM),$62.63 
USXF,iShares:ESG Adv MSCI USA (XNAS:USXF),$62.64 
QQQA,ProShares:Nas100 DW Mom (XNAS:QQQA),$62.69 
SLVR,Sprott Sil Min & Ph Sil (XNAS:SLVR),$62.70 
HBCP,"HOME BANCORP, INC. (XNAS:HBCP)",$63.03 
PSC,Principal US Sm Cp (XNAS:PSC),$63.04 
VSAT,"VIASAT, INC. (XNAS:VSAT)",$63.08 
CENX,CENTURY ALUMINUM COMPANY (XNAS:CENX),$63.09 
QQHG,Invesco QQQ Hedged Adv (XNAS:QQHG),$63.17 
TWST,TWIST BIOSCIENCE CORPORATION (XNAS:TWST),$63.20 
SYM,SYMBOTIC INC. (XNAS:SYM),$63.22 
FISV,"FISERV, INC. (XNAS:FISV)",$63.26 
CAKE,THE CHEESECAKE FACTORY INCORPORATED (XNAS:CAKE),$63.27 
MVLL,GrnShs:2x Lng MRVL Dly (XNAS:MVLL),$63.31 
DXCM,"DEXCOM, INC. (XNAS:DXCM)",$63.41 
TARS,"TARSUS PHARMACEUTICALS, INC. (XNAS:TARS)",$63.48 
MCDS,JPMORGAN:Funda Data S MC (XNAS:MCDS),$63.58 
BANR,BANNER CORPORATION (XNAS:BANR),$63.59 
BEG,LeverageShs 2X Lg BE D (XNAS:BEG),$63.75 
AVUQ,Avantis US Quality (XNAS:AVUQ),$63.83 
CECO,CECO ENVIRONMENTAL CORP. (XNAS:CECO),$63.83 
AVGX,Defiance DT 2X Long AVGO (XNAS:AVGX),$63.91 
CSB,VictoryII:VShs US SC HD (XNAS:CSB),$64.03 
NYAX,NAYAX LTD (XNAS:NYAX),$64.27 
BHRB,Burke & Herbert Financial Services Corp. (XNAS:BHRB),$64.41 
CTBI,"COMMUNITY TRUST BANCORP, INC. (XNAS:CTBI)",$64.58 
TTAN,"SERVICETITAN, INC. (XNAS:TTAN)",$64.59 
CNXN,"PC CONNECTION, INC. (XNAS:CNXN)",$64.77 
FV,FT VI:DW Focus 5 (XNAS:FV),$64.92 
LAYS,STKd 100% NVDA&100% AMD (XNAS:LAYS),$65.02 
TSMU,GrnShs:2x Lg TSM Dly (XNAS:TSMU),$65.12 
LIVN,LIVANOVA PLC (XNAS:LIVN),$65.18 
INTC,INTEL CORPORATION (XNAS:INTC),$65.27 
FGM,FT ADEX II:Germany ADEX (XNAS:FGM),$65.34 
ICHR,"ICHOR HOLDINGS, LTD. (XNAS:ICHR)",$65.52 
CHEF,"THE CHEFS' WAREHOUSE, INC. (XNAS:CHEF)",$65.56 
FOXA,FOX CORPORATION (XNAS:FOXA),$65.56 
GRVY,"GRAVITY Co., Ltd. (XNAS:GRVY)",$65.57 
THFF,FIRST FINANCIAL CORPORATION (XNAS:THFF),$65.59 
SMBC,"SOUTHERN MISSOURI BANCORP, INC. (XNAS:SMBC)",$65.66 
BITS,Glbl X Blckchn & Btc Str (XNAS:BITS),$65.71 
DOX,Amdocs Limited (XNAS:DOX),$65.73 
FRPT,"FRESHPET, INC. (XNAS:FRPT)",$65.96 
PSCU,Invesco S&P SC Util & CS (XNAS:PSCU),$65.97 
HLAL,Wahed FTSE USA Shariah (XNAS:HLAL),$65.98 
CYTK,"CYTOKINETICS, INCORPORATED (XNAS:CYTK)",$66.25 
FEUZ,FT ADEX II:Eurozone ADEX (XNAS:FEUZ),$66.36 
CHMG,CHEMUNG FINANCIAL CORPORATION (XNAS:CHMG),$66.47 
AFRM,"AFFIRM HOLDINGS, INC. (XNAS:AFRM)",$66.58 
FYT,FT ADEX:Small Cap Val (XNAS:FYT),$66.60 
CTEC,Global X ClimateTech (XNAS:CTEC),$66.66 
EMCB,WisdomTree:EM Corp Bd (XNAS:EMCB),$66.69 
IGF,iShares:Glbl Infra (XNAS:IGF),$66.87 
COO,"THE COOPER COMPANIES, INC. (XNAS:COO)",$66.92 
GSBC,"GREAT SOUTHERN BANCORP, INC. (XNAS:GSBC)",$66.92 
ESTA,ESTABLISHMENT LABS HOLDINGS INC. (XNAS:ESTA),$67.09 
VWOB,Vanguard EM G B;ETF (XNAS:VWOB),$67.31 
HWC,HANCOCK WHITNEY CORPORATION (XNAS:HWC),$67.34 
EXPO,"EXPONENT, INC. (XNAS:EXPO)",$67.56 
PABD,iShares:P-A CO MSCI WxUS (XNAS:PABD),$67.81 
LCDS,JPMORGAN:Funda Data S LC (XNAS:LCDS),$68.25 
HALO,"HALOZYME THERAPEUTICS, INC. (XNAS:HALO)",$68.40 
AGYS,"AGILYSYS, INC. (XNAS:AGYS)",$68.49 
ESEA,EUROSEAS LTD (XNAS:ESEA),$68.50 
ICFI,"ICF INTERNATIONAL, INC. (XNAS:ICFI)",$68.54 
BNDW,Vanguard Total World Bd (XNAS:BNDW),$68.55 
CHPS,Xtrackers Smcndctr Sl Eq (XNAS:CHPS),$68.56 
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC. (XNAS:KTOS)",$68.61 
SCDS,JPMORGAN:Funda Data S SC (XNAS:SCDS),$68.62 
LINT,Direxion:Dly INTC Bull (XNAS:LINT),$68.88 
CIBR,FT II:Nsdq Cybersecurity (XNAS:CIBR),$68.91 
FDTS,FT ADEX II:DM ex-US SC (XNAS:FDTS),$68.93 
CZFS,"CITIZENS FINANCIAL SERVICES, INC. (XNAS:CZFS)",$68.98 
TRMB,TRIMBLE INC. (XNAS:TRMB),$69.09 
WSFS,WSFS FINANCIAL CORPORATION (XNAS:WSFS),$69.39 
USMC,Principal US Mega Cp (XNAS:USMC),$69.41 
NWE,"NORTHWESTERN ENERGY GROUP, INC. (XNAS:NWE)",$69.44 
UTMD,"UTAH MEDICAL PRODUCTS, INC. (XNAS:UTMD)",$69.63 
ORKA,"ORUKA THERAPEUTICS, INC. (XNAS:ORKA)",$69.68 
PHO,Invesco Water Res (XNAS:PHO),$69.69 
IRON,"DISC MEDICINE, INC. (XNAS:IRON)",$69.71 
MMSI,"MERIT MEDICAL SYSTEMS, INC. (XNAS:MMSI)",$69.72 
MNDY,MONDAY.COM LTD (XNAS:MNDY),$69.74 
JGLO,JPMorgan:Glbl Sl Eq (XNAS:JGLO),$69.77 
WGS,GENEDX HOLDINGS CORP. (XNAS:WGS),$69.83 
CGON,"CG ONCOLOGY, INC. (XNAS:CGON)",$69.88 
FER,Ferrovial SE (XNAS:FER),$69.93 
SYBT,"STOCK YARDS BANCORP, INC. (XNAS:SYBT)",$70.50 
SSNC,"SS&C TECHNOLOGIES HOLDINGS, INC. (XNAS:SSNC)",$70.68 
WOOD,iShares:Gl Timber (XNAS:WOOD),$70.74 
PTCT,"PTC THERAPEUTICS, INC. (XNAS:PTCT)",$70.85 
FPXI,FT II:Intl Eqty Opps (XNAS:FPXI),$70.87 
UIVM,VictoryII:VShs Int Val M (XNAS:UIVM),$70.87 
LNT,ALLIANT ENERGY CORPORATION (XNAS:LNT),$70.96 
IBOC,INTERNATIONAL BANCSHARES CORPORATION (XNAS:IBOC),$71.11 
GEHC,GE HealthCare Technologies Inc. (XNAS:GEHC),$71.38 
POWI,"POWER INTEGRATIONS, INC. (XNAS:POWI)",$71.73 
ALNT,Allient Inc. (XNAS:ALNT),$71.81 
FDIQ,Invesco Bbg Fin Data Pr (XNAS:FDIQ),$71.95 
CDC,VictoryII:VShs US EQI (XNAS:CDC),$71.98 
LASR,"NLIGHT, INC. (XNAS:LASR)",$71.98 
PSCT,Invesco S&P SC Info (XNAS:PSCT),$72.02 
AMKR,"AMKOR TECHNOLOGY, INC. (XNAS:AMKR)",$72.25 
IEUS,iShares:MSCI Europe SC (XNAS:IEUS),$72.42 
ATRO,ASTRONICS CORPORATION (XNAS:ATRO),$72.67 
SYRE,"Spyre Therapeutics, Inc. (XNAS:SYRE)",$73.00 
SRCE,1ST SOURCE CORPORATION (XNAS:SRCE),$73.20 
ACWX,iShares:MSCI ACWI XUS (XNAS:ACWX),$73.36 
SLGL,SOL-GEL TECHNOLOGIES LTD (XNAS:SLGL),$73.48 
AGMI,Themes Silver Miners (XNAS:AGMI),$73.67 
PABU,iShares:Pr-Al CO MSCI US (XNAS:PABU),$73.73 
BND,Vanguard Tot Bd;ETF (XNAS:BND),$73.86 
FJP,FT ADEX II:Japan ADEX (XNAS:FJP),$73.86 
TSMX,Direxion:Dly TSM Bl 2X (XNAS:TSMX),$73.89 
ARWR,"ARROWHEAD PHARMACEUTICALS, INC. (XNAS:ARWR)",$73.92 
TEAM,ATLASSIAN CORPORATION (XNAS:TEAM),$74.01 
EQRR,ProShares:Eqts for RR (XNAS:EQRR),$74.42 
BBIO,"BRIDGEBIO PHARMA, INC. (XNAS:BBIO)",$74.44 
BNDP,Vanguard CorePlus Bd Idx (XNAS:BNDP),$74.73 
RDVY,FT VI:Rising Div Achvrs (XNAS:RDVY),$74.79 
CHPX,Glbl X AI Smcndtr & Qntm (XNAS:CHPX),$74.83 
IONS,"IONIS PHARMACEUTICALS, INC. (XNAS:IONS)",$74.83 
SAFT,"SAFETY INSURANCE GROUP, INC. (XNAS:SAFT)",$74.90 
ATLC,ATLANTICUS HOLDINGS CORPORATION (XNAS:ATLC),$74.97 
IOSP,INNOSPEC INC. (XNAS:IOSP),$74.97 
VCTR,"VICTORY CAPITAL HOLDINGS, INC. (XNAS:VCTR)",$74.98 
SFM,"SPROUTS FARMERS MARKET, INC. (XNAS:SFM)",$74.99 
ELVR,ELEVRA LITHIUM LIMITED (XNAS:ELVR),$75.04 
CDL,VictoryII:VShs US LC HD (XNAS:CDL),$75.09 
URBN,"URBAN OUTFITTERS, INC. (XNAS:URBN)",$75.18 
PSET,Principal Quality (XNAS:PSET),$75.19 
XT,iShares:Fut Exp Tch (XNAS:XT),$75.22 
DSGX,The Descartes Systems Group Inc. (XNAS:DSGX),$75.28 
VBCA,Vanguard Well:2027 Cp Bd (XNAS:VBCA),$75.48 
VBIL,Vanguard 0-3 Mon T-bill (XNAS:VBIL),$75.60 
VCLT,Vanguard LT Corp Bd;ETF (XNAS:VCLT),$75.60 
ISHG,iShares:1-3 Itl Trs Bd (XNAS:ISHG),$75.62 
VGUS,Vanguard UltraShort Trea (XNAS:VGUS),$75.62 
AVT,"AVNET, INC. (XNAS:AVT)",$75.63 
VBCB,Vanguard Well:2028 Cp Bd (XNAS:VBCB),$75.63 
VEFA,VanEck:MSCI EAFE A Sntm (XNAS:VEFA),$75.73 
VBCC,Vanguard Well:2029 Cp Bd (XNAS:VBCC),$75.79 
ANDE,"THE ANDERSONS, INC (XNAS:ANDE)",$75.90 
VBCD,Vanguard Well:2030 Cp Bd (XNAS:VBCD),$75.90 
MNST,MONSTER BEVERAGE CORPORATION (XNAS:MNST),$75.95 
VBCE,Vanguard Well:2031 Cp Bd (XNAS:VBCE),$76.05 
QMOM,EA:Alp Arc US Quant Mom (XNAS:QMOM),$76.12 
VBCG,Vanguard Well:2033 Cp Bd (XNAS:VBCG),$76.19 
VBCF,Vanguard Well:2032 Cp Bd (XNAS:VBCF),$76.20 
CFFI,C&F Financial Corporation (XNAS:CFFI),$76.30 
VBCH,Vanguard Well:2034 Cp Bd (XNAS:VBCH),$76.31 
VBCJ,Vanguard Well:2036 Cp Bd (XNAS:VBCJ),$76.40 
VBCI,Vanguard Well:2035 Cp Bd (XNAS:VBCI),$76.44 
BKCH,Glbl X Blockchain ETF (XNAS:BKCH),$76.79 
WIX,WIX.COM LTD (XNAS:WIX),$76.88 
AVXC,Avantis EM ex-China Eqty (XNAS:AVXC),$76.90 
CALM,"CAL-MAINE FOODS, INC. (XNAS:CALM)",$76.96 
NSIT,"INSIGHT ENTERPRISES, INC. (XNAS:NSIT)",$77.02 
WLDN,"WILLDAN GROUP, INC. (XNAS:WLDN)",$77.26 
VTC,Vanguard Total Corp Bond (XNAS:VTC),$77.31 
CFO,VictoryII:VShs US500 EV (XNAS:CFO),$77.40 
JPEF,JPMorgan:Equity Focus (XNAS:JPEF),$77.56 
SIGI,"SELECTIVE INSURANCE GROUP, INC. (XNAS:SIGI)",$77.63 
VCRB,Vanguard Core Bond (XNAS:VCRB),$77.70 
STRT,STRATTEC SECURITY CORPORATION (XNAS:STRT),$77.81 
VPLS,Vanguard Core+ Bond (XNAS:VPLS),$77.97 
SOXQ,Invesco PHLX Semicon (XNAS:SOXQ),$77.98 
STRD,STRATEGY INC (XNAS:STRD),$78.05 
HSIC,"HENRY SCHEIN, INC. (XNAS:HSIC)",$78.11 
IBKR,"INTERACTIVE BROKERS GROUP, INC. (XNAS:IBKR)",$78.11 
XEL,Xcel Energy Inc. (XNAS:XEL),$78.11 
STRK,STRATEGY INC (XNAS:STRK),$78.12 
UCTT,"ULTRA CLEAN HOLDINGS, INC. (XNAS:UCTT)",$78.23 
INDB,INDEPENDENT BANK CORP. (XNAS:INDB),$78.28 
MGEE,"MGE ENERGY, INC. (XNAS:MGEE)",$78.64 
OKTA,"OKTA, INC. (XNAS:OKTA)",$78.70 
PTNQ,Pacer Trendpilot 100 (XNAS:PTNQ),$78.97 
REG,REGENCY CENTERS CORPORATION (XNAS:REG),$79.00 
LGN,LEGENCE CORP. (XNAS:LGN),$79.28 
EEFT,"EURONET WORLDWIDE, INC. (XNAS:EEFT)",$79.38 
VCSH,Vanguard ST Corp Bd;ETF (XNAS:VCSH),$79.42 
SUPP,TCW Transform Supply Ch (XNAS:SUPP),$79.55 
EVRG,"Evergy, Inc. (XNAS:EVRG)",$79.64 
ANIP,"ANI PHARMACEUTICALS, INC. (XNAS:ANIP)",$80.14 
CSGS,"CSG SYSTEMS INTERNATIONAL, INC. (XNAS:CSGS)",$80.26 
JBSS,"JOHN B. SANFILIPPO & SON, INC. (XNAS:JBSS)",$80.55 
DMXF,iShares:ESG Adv MSCI EAF (XNAS:DMXF),$80.59 
ALGT,ALLEGIANT TRAVEL COMPANY (XNAS:ALGT),$80.65 
TRNS,"TRANSCAT, INC. (XNAS:TRNS)",$80.70 
HUT,HUT 8 CORP. (XNAS:HUT),$80.74 
CWST,"CASELLA WASTE SYSTEMS, INC. (XNAS:CWST)",$80.84 
USCL,iShares:Clmt CT MSCI USA (XNAS:USCL),$80.96 
FSZ,FT ADEX II:Switzerland (XNAS:FSZ),$81.18 
GSAT,"GLOBALSTAR, INC. (XNAS:GSAT)",$81.34 
SOLS,SOLSTICE ADVANCED MATERIALS INC. (XNAS:SOLS),$81.34 
JSML,Jns Hndsn Sm Cap Gr Alp (XNAS:JSML),$81.36 
NWPX,"NWPX INFRASTRUCTURE, INC. (XNAS:NWPX)",$81.47 
JJSF,J & J SNACK FOODS CORP. (XNAS:JJSF),$81.55 
CCB,COASTAL FINANCIAL CORPORATION (XNAS:CCB),$81.78 
SIXG,Defiance AI & Cnnctv Tec (XNAS:SIXG),$81.92 
RING,iShares:MSCI Gl GMiners (XNAS:RING),$81.96 
MCHP,MICROCHIP TECHNOLOGY INCORPORATED (XNAS:MCHP),$82.48 
SHY,iShares:1-3 Trs Bd ETF (XNAS:SHY),$82.52 
MRVU,Direxion:Dly MRVL Bll 2X (XNAS:MRVU),$82.55 
VXUS,Vanguard Tot I S;ETF (XNAS:VXUS),$82.59 
MRCY,"MERCURY SYSTEMS, INC. (XNAS:MRCY)",$82.61 
HQY,"HEALTHEQUITY, INC. (XNAS:HQY)",$82.88 
LNTH,"LANTHEUS HOLDINGS, INC. (XNAS:LNTH)",$82.88 
CMPR,CIMPRESS PUBLIC LIMITED COMPANY (XNAS:CMPR),$83.00 
TIGO,Millicom International Cellular SA (XNAS:TIGO),$83.15 
SCZ,iShares:MSCI EAFE Sm-Cp (XNAS:SCZ),$83.23 
VCIT,Vanguard Int Crp Bd;ETF (XNAS:VCIT),$83.31 
LRGE,ClearBridge LC Gr Sel (XNAS:LRGE),$83.35 
ECPG,"ENCORE CAPITAL GROUP, INC. (XNAS:ECPG)",$83.41 
STRA,"STRATEGIC EDUCATION, INC. (XNAS:STRA)",$83.62 
VOTE,TCW Transform 500 (XNAS:VOTE),$83.71 
ENLT,ENLIGHT RENEWABLE ENERGY LTD (XNAS:ENLT),$83.80 
AADR,AdvsrShs DW ADR (XNAS:AADR),$83.93 
NVEC,NVE Corporation (XNAS:NVEC),$84.28 
PSIX,"POWER SOLUTIONS INTERNATIONAL, INC. (XNAS:PSIX)",$84.43 
ASTS,"AST SPACEMOBILE, INC. (XNAS:ASTS)",$84.66 
SYNA,SYNAPTICS INCORPORATED (XNAS:SYNA),$84.66 
CHRI,Glbl X S&P 500 Chrst Val (XNAS:CHRI),$84.79 
SEIC,SEI INVESTMENTS COMPANY (XNAS:SEIC),$84.79 
QRVO,"QORVO, INC. (XNAS:QRVO)",$84.98 
SEZL,SEZZLE INC. (XNAS:SEZL),$84.99 
RYTM,"RHYTHM PHARMACEUTICALS, INC. (XNAS:RYTM)",$85.18 
KLIC,"KULICKE AND SOFFA INDUSTRIES, INC. (XNAS:KLIC)",$85.20 
NCSM,"NCS MULTISTAGE HOLDINGS, INC. (XNAS:NCSM)",$85.20 
FLEX,FLEX LTD. (XNAS:FLEX),$85.42 
CATH,Glbl X S&P 500 Cath Val (XNAS:CATH),$85.69 
RFDI,FT III:RvFrnt Dyn Dv Itl (XNAS:RFDI),$85.74 
TAOZ,Thornburg Amrcn Opp;ETF (XNAS:TAOZ),$85.76 
PLUS,EPLUS INC. (XNAS:PLUS),$85.80 
NDAQ,"NASDAQ, INC. (XNAS:NDAQ)",$86.37 
KSPI,Joint Stock Company Kaspi.kz (XNAS:KSPI),$86.40 
TLT,iShares:20+ Trs Bd ETF (XNAS:TLT),$86.74 
BLLN,"BILLIONTOONE, INC. (XNAS:BLLN)",$86.84 
OTTR,Otter Tail Corporation (XNAS:OTTR),$86.92 
AXTI,"AXT, INC. (XNAS:AXTI)",$86.94 
BIB,ProShares:Ult Nasdaq Bio (XNAS:BIB),$87.03 
FTNT,"FORTINET, INC. (XNAS:FTNT)",$87.09 
KBWB,Invesco KBW Bank (XNAS:KBWB),$87.19 
SLVO,UBS Inc. (XNAS:SLVO),$87.58 
IMCV,iShares:Mornstr MC-Val (XNAS:IMCV),$88.34 
HOOD,"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",$88.43 
QLYS,"QUALYS, INC. (XNAS:QLYS)",$88.71 
KYMR,"KYMERA THERAPEUTICS, INC. (XNAS:KYMR)",$88.77 
CHDN,CHURCHILL DOWNS INCORPORATED (XNAS:CHDN),$88.94 
QCRH,"QCR HOLDINGS, INC. (XNAS:QCRH)",$88.97 
ON,ON SEMICONDUCTOR CORPORATION (XNAS:ON),$88.99 
SDG,iShares:MSCI Glbl SDGs (XNAS:SDG),$89.04 
OLLI,"OLLIE'S BARGAIN OUTLET HOLDINGS, INC. (XNAS:OLLI)",$89.34 
GH,"GUARDANT HEALTH, INC. (XNAS:GH)",$89.56 
ITRI,"ITRON, INC. (XNAS:ITRI)",$89.68 
EMXC,iShares:MSCI EM xChn (XNAS:EMXC),$89.70 
CSCO,"CISCO SYSTEMS, INC. (XNAS:CSCO)",$89.80 
JSMD,Jns Hndsn S/M Cap Gr Alp (XNAS:JSMD),$89.82 
JIVE,JPMorgan:Intl Val (XNAS:JIVE),$89.88 
RKLB,ROCKET LAB CORPORATION (XNAS:RKLB),$90.04 
IRMD,IRADIMED CORPORATION (XNAS:IRMD),$90.14 
DRUG,BRIGHT MINDS BIOSCIENCES INC. (XNAS:DRUG),$90.15 
HAS,"Hasbro, Inc. (XNAS:HAS)",$90.61 
APGE,"APOGEE THERAPEUTICS, INC. (XNAS:APGE)",$90.68 
DNTH,"DIANTHUS THERAPEUTICS, INC. (XNAS:DNTH)",$91.29 
RFEM,FT III:RvFrnt Dyn EM (XNAS:RFEM),$91.32 
SKYW,"SKYWEST, INC. (XNAS:SKYW)",$91.63 
VIGI,Vanguard Itl D A;ETF (XNAS:VIGI),$91.65 
UAL,"UNITED AIRLINES HOLDINGS, INC. (XNAS:UAL)",$91.71 
SPAQ,Horizon Kinetics SPAC Ac (XNAS:SPAQ),$91.73 
ZM,"ZOOM COMMUNICATIONS, INC. (XNAS:ZM)",$91.92 
IPAR,INTERPARFUMS INC (XNAS:IPAR),$91.96 
AMUU,Direxion:Dly AMD Bull 2X (XNAS:AMUU),$92.78 
IXUS,iShares:Core MSCI TIS (XNAS:IXUS),$92.81 
TRI,THOMSON REUTERS CORPORATION (XNAS:TRI),$92.86 
NKTR,NEKTAR THERAPEUTICS (XNAS:NKTR),$93.20 
NFLX,"NETFLIX, INC. (XNAS:NFLX)",$93.24 
FDT,FT ADEX II:DM ex-US (XNAS:FDT),$93.43 
FTCS,FT:Capital Strength (XNAS:FTCS),$93.43 
PAYX,"PAYCHEX, INC. (XNAS:PAYX)",$93.43 
JTEK,JPMorgan:US Tech Ldrs (XNAS:JTEK),$93.61 
PFBC,PREFERRED BANK (XNAS:PFBC),$93.61 
RRBI,"RED RIVER BANCSHARES, INC. (XNAS:RRBI)",$93.80 
ORLY,"O'Reilly Automotive, Inc. (XNAS:ORLY)",$93.92 
DGRW,WisdomTree:US Qual DG (XNAS:DGRW),$94.04 
MIRM,"MIRUM PHARMACEUTICALS, INC. (XNAS:MIRM)",$94.31 
ESPO,VanEck:VG and eSports (XNAS:ESPO),$94.51 
ADUS,ADDUS HOMECARE CORPORATION (XNAS:ADUS),$94.77 
FTA,FT ADEX:Large Cap Val (XNAS:FTA),$94.80 
MBB,iShares:MBS ETF (XNAS:MBB),$95.29 
LMB,"LIMBACH HOLDINGS, INC. (XNAS:LMB)",$95.49 
CFA,VictoryII:VShs US500 VW (XNAS:CFA),$95.50 
IEF,iShares:7-10 Trs Bd (XNAS:IEF),$95.52 
CVLT,"COMMVAULT SYSTEMS, INC. (XNAS:CVLT)",$95.58 
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (XNAS:SAIC),$95.71 
UFPI,"UFP INDUSTRIES, INC. (XNAS:UFPI)",$95.78 
CCEP,COCA-COLA EUROPACIFIC PARTNERS PLC (XNAS:CCEP),$96.19 
EXE,EXPAND ENERGY CORPORATION (XNAS:EXE),$96.36 
EMB,iShares:JPM USD EM Bd (XNAS:EMB),$96.38 
INCY,INCYTE CORPORATION (XNAS:INCY),$96.74 
KMB,KIMBERLY-CLARK CORPORATION (XNAS:KMB),$96.75 
ACGL,ARCH CAPITAL GROUP LTD. (XNAS:ACGL),$96.77 
NVDL,GrnShs:2x Lg NVDA Dly (XNAS:NVDL),$96.84 
AAON,"AAON, INC. (XNAS:AAON)",$96.86 
CARZ,FT II:SNet Fut Vhc & Tch (XNAS:CARZ),$97.04 
ONEQ,Fidelity Nasd Composite (XNAS:ONEQ),$97.05 
AKAM,"AKAMAI TECHNOLOGIES, INC. (XNAS:AKAM)",$97.11 
AEHR,AEHR TEST SYSTEMS (XNAS:AEHR),$97.36 
PFG,"PRINCIPAL FINANCIAL GROUP, INC. (XNAS:PFG)",$97.43 
DIOD,DIODES INCORPORATED (XNAS:DIOD),$97.70 
AUGO,Aura Minerals Inc. (XNAS:AUGO),$97.92 
LOGI,Logitech international SA (XNAS:LOGI),$98.01 
VYMI,Vanguard I HD Y;ETF (XNAS:VYMI),$98.27 
CASH,"Pathward Financial, Inc. (XNAS:CASH)",$98.51 
FAB,FT ADEX:Multi Cap Val (XNAS:FAB),$98.71 
FELE,"FRANKLIN ELECTRIC CO., INC. (XNAS:FELE)",$98.91 
OLED,UNIVERSAL DISPLAY CORPORATION (XNAS:OLED),$99.19 
VONV,Vanguard Rus 1000 VI;ETF (XNAS:VONV),$99.39 
STRC,STRATEGY INC (XNAS:STRC),$99.44 
LVIG,Longview Adv Fixed Inc (XNAS:LVIG),$99.51 
SBUX,STARBUCKS CORPORATION (XNAS:SBUX),$99.52 
QQXT,FT:NSDQ-100 Ex-Tech Sect (XNAS:QQXT),$99.86 
SATA,"STRIVE, INC. (XNAS:SATA)",$99.87 
VC,VISTEON CORPORATION (XNAS:VC),$99.99 
ULVM,VictoryII:VShs US VM (XNAS:ULVM),$100.01 
PDD,PDD Holdings Inc. (XNAS:PDD),$100.05 
AUMI,Themes Gold Miners (XNAS:AUMI),$100.22 
FNY,FT ADEX:Mid Cap Growth (XNAS:FNY),$100.23 
TROW,"T. ROWE PRICE GROUP, INC. (XNAS:TROW)",$100.24 
STRF,STRATEGY INC (XNAS:STRF),$100.35 
ESGD,iShares:ESG A MSCI EAFE (XNAS:ESGD),$100.78 
WFRD,WEATHERFORD INTERNATIONAL PUBLIC LIMITED COMPANY (XNAS:WFRD),$100.99 
NATH,"NATHAN'S FAMOUS, INC. (XNAS:NATH)",$101.14 
PPH,VanEck:Pharmaceutical (XNAS:PPH),$101.18 
MLAB,"MESA LABORATORIES, INC. (XNAS:MLAB)",$101.28 
PATK,"PATRICK INDUSTRIES, INC. (XNAS:PATK)",$101.37 
PEZ,Invesco Dorsey Wrght CCM (XNAS:PEZ),$101.89 
CMBO,Wayfinder Dynamic US IR (XNAS:CMBO),$101.90 
DLTR,"DOLLAR TREE, INC. (XNAS:DLTR)",$101.97 
USVM,VictoryII:VShs US SMC VM (XNAS:USVM),$102.10 
TCBI,"TEXAS CAPITAL BANCSHARES, INC. (XNAS:TCBI)",$102.54 
CPAG,RBB:F/m Compd U.S. Ag Bd (XNAS:CPAG),$102.78 
SMTC,SEMTECH CORPORATION (XNAS:SMTC),$103.48 
PSCM,Invesco S&P SC Matls (XNAS:PSCM),$103.51 
SNEX,STONEX GROUP INC. (XNAS:SNEX),$103.97 
PCTY,PAYLOCITY HOLDING CORPORATION (XNAS:PCTY),$104.13 
CROX,"CROCS, INC. (XNAS:CROX)",$105.29 
DUOL,"DUOLINGO, INC. (XNAS:DUOL)",$105.52 
PTGX,"PROTAGONIST THERAPEUTICS, INC. (XNAS:PTGX)",$105.55 
NICE,NICE LTD (XNAS:NICE),$105.60 
EBAY,EBAY INC. (XNAS:EBAY),$105.63 
HLNE,HAMILTON LANE INCORPORATED (XNAS:HLNE),$105.99 
WYNN,"WYNN RESORTS, LIMITED (XNAS:WYNN)",$106.64 
IUSV,iShares:Core S&P US Val (XNAS:IUSV),$106.72 
